Date and Time,Rainfall units,Cumulative Rainfall  (cm) ,Rainfall (cm)
3/10/21 5:05,688,13.76,0.02
3/10/21 5:07,689,13.78,0.02
3/10/21 5:08,690,13.8,0.02
3/10/21 5:12,691,13.82,0.02
3/10/21 5:14,692,13.84,0.02
3/10/21 5:17,693,13.86,0.02
3/10/21 5:20,694,13.88,0.02
3/10/21 5:22,695,13.9,0.02
3/10/21 5:26,696,13.92,0.02
3/10/21 5:29,697,13.94,0.02
3/10/21 5:35,698,13.96,0.02
3/10/21 5:40,699,13.98,0.02
3/10/21 5:48,700,14,0.02
3/10/21 5:54,701,14.02,0.02
3/10/21 6:02,702,14.04,0.02
3/10/21 7:02,703,14.06,0.02
3/10/21 7:13,704,14.08,0.02
3/10/21 7:22,705,14.1,0.02
3/10/21 7:28,706,14.12,0.02
3/10/21 7:34,707,14.14,0.02
3/10/21 7:40,708,14.16,0.02
3/10/21 7:45,709,14.18,0.02
3/10/21 7:49,710,14.2,0.02
3/10/21 7:53,711,14.22,0.02
3/10/21 7:56,712,14.24,0.02
3/10/21 7:59,713,14.26,0.02
3/10/21 8:02,714,14.28,0.02
3/10/21 8:06,715,14.3,0.02
3/10/21 8:11,716,14.32,0.02
3/10/21 8:35,717,14.34,0.02
3/10/21 14:10,718,14.36,0.02
3/10/21 14:12,719,14.38,0.02
3/10/21 14:14,720,14.4,0.02
3/10/21 14:18,721,14.42,0.02
3/10/21 14:21,722,14.44,0.02
3/10/21 14:23,723,14.46,0.02
3/10/21 14:27,724,14.48,0.02
3/10/21 14:29,725,14.5,0.02
3/10/21 14:32,726,14.52,0.02
3/10/21 17:00,727,14.54,0.02
3/10/21 17:04,728,14.56,0.02
3/10/21 17:05,729,14.58,0.02
3/10/21 17:06,730,14.6,0.02
3/10/21 17:08,731,14.62,0.02
3/10/21 17:11,732,14.64,0.02
3/10/21 18:37,733,14.66,0.02
3/10/21 22:20,734,14.68,0.02
3/10/21 22:29,735,14.7,0.02
3/10/21 22:32,736,14.72,0.02
3/10/21 22:40,737,14.74,0.02
3/10/21 22:44,738,14.76,0.02
3/10/21 22:47,739,14.78,0.02
3/10/21 22:51,740,14.8,0.02
3/10/21 22:55,741,14.82,0.02
3/10/21 23:00,742,14.84,0.02
3/10/21 23:05,743,14.86,0.02
3/10/21 23:09,744,14.88,0.02
3/10/21 23:14,745,14.9,0.02
3/10/21 23:17,746,14.92,0.02
3/10/21 23:21,747,14.94,0.02
3/10/21 23:25,748,14.96,0.02
3/10/21 23:32,749,14.98,0.02
3/10/21 23:39,750,15,0.02
3/10/21 23:57,751,15.02,0.02
3/11/21 0:17,752,15.04,0.02
3/11/21 1:13,753,15.06,0.02
3/11/21 1:22,754,15.08,0.02
3/11/21 1:32,755,15.1,0.02
3/11/21 7:58,756,15.12,0.02
3/11/21 7:59,757,15.14,0.02
3/11/21 7:59,758,15.16,0.02
3/11/21 8:00,759,15.18,0.02
3/11/21 8:01,760,15.2,0.02
3/11/21 8:02,761,15.22,0.02
3/11/21 8:03,762,15.24,0.02
3/11/21 8:04,763,15.26,0.02
3/11/21 8:06,764,15.28,0.02
3/11/21 8:08,765,15.3,0.02
3/11/21 8:10,766,15.32,0.02
3/11/21 8:13,767,15.34,0.02
3/11/21 8:15,768,15.36,0.02
3/11/21 8:17,769,15.38,0.02
3/11/21 8:20,770,15.4,0.02
3/11/21 8:25,771,15.42,0.02
3/11/21 8:30,772,15.44,0.02
3/11/21 8:34,773,15.46,0.02
3/11/21 11:12,774,15.48,0.02
3/11/21 11:37,775,15.5,0.02
3/11/21 11:45,776,15.52,0.02
3/11/21 11:50,777,15.54,0.02
3/11/21 11:52,778,15.56,0.02
3/11/21 11:53,779,15.58,0.02
3/11/21 11:54,780,15.6,0.02
3/11/21 11:56,781,15.62,0.02
3/11/21 12:01,782,15.64,0.02
3/11/21 18:45,783,15.66,0.02
3/11/21 18:51,784,15.68,0.02
3/11/21 18:59,785,15.7,0.02
3/11/21 19:06,786,15.72,0.02
3/11/21 19:13,787,15.74,0.02
3/11/21 19:20,788,15.76,0.02
3/11/21 19:28,789,15.78,0.02
3/11/21 19:40,790,15.8,0.02
3/11/21 19:52,791,15.82,0.02
3/11/21 20:08,792,15.84,0.02
3/11/21 20:37,793,15.86,0.02
3/11/21 22:32,794,15.88,0.02
3/12/21 7:38,795,15.9,0.02
3/12/21 16:08,796,15.92,0.02
3/12/21 16:13,797,15.94,0.02
3/12/21 16:15,798,15.96,0.02
3/12/21 16:26,799,15.98,0.02
3/15/21 6:10,800,16,0.02
3/15/21 6:30,801,16.02,0.02
3/15/21 6:52,802,16.04,0.02
3/15/21 7:06,803,16.06,0.02
3/15/21 7:17,804,16.08,0.02
3/15/21 7:23,805,16.1,0.02
3/15/21 7:29,806,16.12,0.02
3/15/21 7:37,807,16.14,0.02
3/15/21 7:41,808,16.16,0.02
3/15/21 7:53,809,16.18,0.02
3/15/21 7:54,810,16.2,0.02
3/15/21 7:56,811,16.22,0.02
3/15/21 8:02,812,16.24,0.02
3/15/21 8:08,813,16.26,0.02
3/15/21 8:16,814,16.28,0.02
3/15/21 8:28,815,16.3,0.02
3/15/21 8:33,816,16.32,0.02
3/15/21 8:35,817,16.34,0.02
3/15/21 8:36,818,16.36,0.02
3/15/21 8:38,819,16.38,0.02
3/15/21 8:41,820,16.4,0.02
3/15/21 8:47,821,16.42,0.02
3/15/21 10:05,822,16.44,0.02
3/15/21 10:13,823,16.46,0.02
3/15/21 10:16,824,16.48,0.02
3/15/21 10:19,825,16.5,0.02
3/15/21 10:21,826,16.52,0.02
3/15/21 10:24,827,16.54,0.02
3/15/21 10:27,828,16.56,0.02
3/15/21 10:30,829,16.58,0.02
3/15/21 10:33,830,16.6,0.02
3/15/21 10:36,831,16.62,0.02
3/15/21 10:38,832,16.64,0.02
3/15/21 10:41,833,16.66,0.02
3/15/21 10:43,834,16.68,0.02
3/15/21 10:44,835,16.7,0.02
3/15/21 10:46,836,16.72,0.02
3/15/21 10:49,837,16.74,0.02
3/15/21 10:51,838,16.76,0.02
3/15/21 10:52,839,16.78,0.02
3/15/21 10:54,840,16.8,0.02
3/15/21 10:56,841,16.82,0.02
3/15/21 10:56,842,16.84,0.02
3/15/21 10:58,843,16.86,0.02
3/15/21 10:59,844,16.88,0.02
3/15/21 11:01,845,16.9,0.02
3/15/21 11:02,846,16.92,0.02
3/15/21 11:04,847,16.94,0.02
3/15/21 11:06,848,16.96,0.02
3/15/21 11:08,849,16.98,0.02
3/15/21 11:12,850,17,0.02
3/15/21 11:27,851,17.02,0.02
3/15/21 15:01,852,17.04,0.02
3/15/21 15:07,853,17.06,0.02
3/15/21 15:12,854,17.08,0.02
3/15/21 15:15,855,17.1,0.02
3/15/21 15:18,856,17.12,0.02
3/15/21 15:22,857,17.14,0.02
3/15/21 15:25,858,17.16,0.02
3/15/21 15:28,859,17.18,0.02
3/15/21 15:30,860,17.2,0.02
3/15/21 15:32,861,17.22,0.02
3/15/21 15:35,862,17.24,0.02
3/15/21 15:37,863,17.26,0.02
3/15/21 15:40,864,17.28,0.02
3/15/21 16:01,865,17.3,0.02
10/25/21 4:58,866,17.32,0.02
10/25/21 8:31,867,17.34,0.02
10/25/21 8:55,868,17.36,0.02
10/25/21 9:20,869,17.38,0.02
10/25/21 9:29,870,17.4,0.02
10/25/21 9:38,871,17.42,0.02
10/25/21 9:48,872,17.44,0.02
10/25/21 10:01,873,17.46,0.02
10/25/21 10:09,874,17.48,0.02
10/25/21 10:18,875,17.5,0.02
10/25/21 10:25,876,17.52,0.02
10/25/21 10:34,877,17.54,0.02
10/25/21 10:41,878,17.56,0.02
10/25/21 10:48,879,17.58,0.02
10/25/21 10:55,880,17.6,0.02
10/25/21 10:59,881,17.62,0.02
10/25/21 11:04,882,17.64,0.02
10/25/21 11:10,883,17.66,0.02
10/25/21 11:19,884,17.68,0.02
10/25/21 11:38,885,17.7,0.02
10/25/21 11:43,886,17.72,0.02
10/25/21 11:48,887,17.74,0.02
10/25/21 11:51,888,17.76,0.02
10/25/21 11:53,889,17.78,0.02
10/25/21 11:54,890,17.8,0.02
10/25/21 11:56,891,17.82,0.02
10/25/21 11:57,892,17.84,0.02
10/25/21 11:59,893,17.86,0.02
10/25/21 12:02,894,17.88,0.02
10/25/21 12:04,895,17.9,0.02
10/25/21 12:05,896,17.92,0.02
10/25/21 12:07,897,17.94,0.02
10/25/21 12:10,898,17.96,0.02
10/25/21 12:11,899,17.98,0.02
10/25/21 12:15,900,18,0.02
10/25/21 12:17,901,18.02,0.02
10/25/21 12:20,902,18.04,0.02
10/25/21 12:23,903,18.06,0.02
10/25/21 12:28,904,18.08,0.02
10/25/21 12:33,905,18.1,0.02
10/25/21 12:37,906,18.12,0.02
10/25/21 12:39,907,18.14,0.02
10/25/21 12:40,908,18.16,0.02
10/25/21 12:42,909,18.18,0.02
10/25/21 12:44,910,18.2,0.02
10/25/21 12:46,911,18.22,0.02
10/25/21 12:49,912,18.24,0.02
10/25/21 12:51,913,18.26,0.02
10/25/21 12:53,914,18.28,0.02
10/25/21 12:56,915,18.3,0.02
10/25/21 12:58,916,18.32,0.02
10/25/21 13:00,917,18.34,0.02
10/25/21 13:02,918,18.36,0.02
10/25/21 13:04,919,18.38,0.02
10/25/21 13:05,920,18.4,0.02
10/25/21 13:06,921,18.42,0.02
10/25/21 13:08,922,18.44,0.02
10/25/21 13:10,923,18.46,0.02
10/25/21 13:11,924,18.48,0.02
10/25/21 13:12,925,18.5,0.02
10/25/21 13:13,926,18.52,0.02
10/25/21 13:15,927,18.54,0.02
10/25/21 13:17,928,18.56,0.02
10/25/21 13:19,929,18.58,0.02
10/25/21 13:20,930,18.6,0.02
10/25/21 13:22,931,18.62,0.02
10/25/21 13:23,932,18.64,0.02
10/25/21 13:25,933,18.66,0.02
10/25/21 13:26,934,18.68,0.02
10/25/21 13:29,935,18.7,0.02
10/25/21 13:30,936,18.72,0.02
10/25/21 13:31,937,18.74,0.02
10/25/21 13:32,938,18.76,0.02
10/25/21 13:33,939,18.78,0.02
10/25/21 13:34,940,18.8,0.02
10/25/21 13:35,941,18.82,0.02
10/25/21 13:36,942,18.84,0.02
10/25/21 13:37,943,18.86,0.02
10/25/21 13:38,944,18.88,0.02
10/25/21 13:40,945,18.9,0.02
10/25/21 13:41,946,18.92,0.02
10/25/21 13:42,947,18.94,0.02
10/25/21 13:43,948,18.96,0.02
10/25/21 13:44,949,18.98,0.02
10/25/21 13:45,950,19,0.02
10/25/21 13:47,951,19.02,0.02
10/25/21 13:48,952,19.04,0.02
10/25/21 13:49,953,19.06,0.02
10/25/21 13:50,954,19.08,0.02
10/25/21 13:51,955,19.1,0.02
10/25/21 13:52,956,19.12,0.02
10/25/21 13:54,957,19.14,0.02
10/25/21 13:55,958,19.16,0.02
10/25/21 13:56,959,19.18,0.02
10/25/21 13:58,960,19.2,0.02
10/25/21 13:59,961,19.22,0.02
10/25/21 14:00,962,19.24,0.02
10/25/21 14:01,963,19.26,0.02
10/25/21 14:03,964,19.28,0.02
10/25/21 14:04,965,19.3,0.02
10/25/21 14:05,966,19.32,0.02
10/25/21 14:06,967,19.34,0.02
10/25/21 14:07,968,19.36,0.02
10/25/21 14:08,969,19.38,0.02
10/25/21 14:09,970,19.4,0.02
10/25/21 14:10,971,19.42,0.02
10/25/21 14:12,972,19.44,0.02
10/25/21 14:13,973,19.46,0.02
10/25/21 14:14,974,19.48,0.02
10/25/21 14:14,975,19.5,0.02
10/25/21 14:16,976,19.52,0.02
10/25/21 14:17,977,19.54,0.02
10/25/21 14:18,978,19.56,0.02
10/25/21 14:19,979,19.58,0.02
10/25/21 14:21,980,19.6,0.02
10/25/21 14:22,981,19.62,0.02
10/25/21 14:24,982,19.64,0.02
10/25/21 14:25,983,19.66,0.02
10/25/21 14:27,984,19.68,0.02
10/25/21 14:28,985,19.7,0.02
10/25/21 14:30,986,19.72,0.02
10/25/21 14:31,987,19.74,0.02
10/25/21 14:32,988,19.76,0.02
10/25/21 14:34,989,19.78,0.02
10/25/21 14:35,990,19.8,0.02
10/25/21 14:36,991,19.82,0.02
10/25/21 14:37,992,19.84,0.02
10/25/21 14:38,993,19.86,0.02
10/25/21 14:39,994,19.88,0.02
10/25/21 14:40,995,19.9,0.02
10/25/21 14:42,996,19.92,0.02
10/25/21 14:43,997,19.94,0.02
10/25/21 14:44,998,19.96,0.02
10/25/21 14:45,999,19.98,0.02
10/25/21 14:46,1000,20,0.02
10/25/21 14:48,1001,20.02,0.02
10/25/21 14:49,1002,20.04,0.02
10/25/21 14:50,1003,20.06,0.02
10/25/21 14:51,1004,20.08,0.02
10/25/21 14:53,1005,20.1,0.02
10/25/21 14:54,1006,20.12,0.02
10/25/21 14:56,1007,20.14,0.02
10/25/21 14:57,1008,20.16,0.02
10/25/21 14:59,1009,20.18,0.02
10/25/21 15:01,1010,20.2,0.02
10/25/21 15:02,1011,20.22,0.02
10/25/21 15:04,1012,20.24,0.02
10/25/21 15:07,1013,20.26,0.02
10/25/21 15:09,1014,20.28,0.02
10/25/21 15:13,1015,20.3,0.02
10/25/21 15:21,1016,20.32,0.02
10/25/21 15:39,1017,20.34,0.02
10/25/21 15:59,1018,20.36,0.02
10/25/21 16:05,1019,20.38,0.02
10/25/21 16:10,1020,20.4,0.02
10/25/21 16:13,1021,20.42,0.02
10/25/21 16:16,1022,20.44,0.02
10/25/21 16:22,1023,20.46,0.02
10/25/21 16:28,1024,20.48,0.02
10/25/21 16:56,1025,20.5,0.02
10/26/21 1:50,1026,20.52,0.02
12/7/21 6:11,1027,20.54,0.02
12/7/21 6:25,1028,20.56,0.02
12/9/21 4:47,1029,20.58,0.02
12/9/21 5:03,1030,20.6,0.02
12/9/21 5:18,1031,20.62,0.02
12/9/21 5:22,1032,20.64,0.02
12/9/21 5:32,1033,20.66,0.02
12/9/21 5:43,1034,20.68,0.02
12/9/21 5:57,1035,20.7,0.02
12/9/21 6:15,1036,20.72,0.02
12/9/21 6:23,1037,20.74,0.02
12/9/21 6:30,1038,20.76,0.02
12/9/21 6:33,1039,20.78,0.02
12/9/21 6:43,1040,20.8,0.02
12/9/21 6:54,1041,20.82,0.02
12/9/21 7:03,1042,20.84,0.02
12/9/21 7:29,1043,20.86,0.02
12/9/21 7:45,1044,20.88,0.02
12/9/21 7:48,1045,20.9,0.02
12/9/21 7:52,1046,20.92,0.02
12/9/21 8:13,1047,20.94,0.02
12/9/21 8:53,1048,20.96,0.02
12/9/21 9:06,1049,20.98,0.02
12/9/21 9:08,1050,21,0.02
12/9/21 9:12,1051,21.02,0.02
12/9/21 9:15,1052,21.04,0.02
12/9/21 9:20,1053,21.06,0.02
12/9/21 9:30,1054,21.08,0.02
12/9/21 10:08,1055,21.1,0.02
12/9/21 10:21,1056,21.12,0.02
12/9/21 10:35,1057,21.14,0.02
12/9/21 10:48,1058,21.16,0.02
12/9/21 10:54,1059,21.18,0.02
12/9/21 11:02,1060,21.2,0.02
12/9/21 11:11,1061,21.22,0.02
12/9/21 11:42,1062,21.24,0.02
12/9/21 12:00,1063,21.26,0.02
12/9/21 12:22,1064,21.28,0.02
12/9/21 12:25,1065,21.3,0.02
12/9/21 12:27,1066,21.32,0.02
12/9/21 12:33,1067,21.34,0.02
12/9/21 12:45,1068,21.36,0.02
12/9/21 12:51,1069,21.38,0.02
12/9/21 12:57,1070,21.4,0.02
12/9/21 13:02,1071,21.42,0.02
12/9/21 13:09,1072,21.44,0.02
12/9/21 13:25,1073,21.46,0.02
12/9/21 13:38,1074,21.48,0.02
12/9/21 13:40,1075,21.5,0.02
12/9/21 13:43,1076,21.52,0.02
12/9/21 13:48,1077,21.54,0.02
12/9/21 13:51,1078,21.56,0.02
12/9/21 13:53,1079,21.58,0.02
12/9/21 13:57,1080,21.6,0.02
12/9/21 13:59,1081,21.62,0.02
12/9/21 14:03,1082,21.64,0.02
12/9/21 14:09,1083,21.66,0.02
12/9/21 14:14,1084,21.68,0.02
12/9/21 14:21,1085,21.7,0.02
12/13/21 20:34,1086,21.72,0.02
12/13/21 21:51,1087,21.74,0.02
12/13/21 22:15,1088,21.76,0.02
12/13/21 22:42,1089,21.78,0.02
12/13/21 23:05,1090,21.8,0.02
12/13/21 23:16,1091,21.82,0.02
12/14/21 0:19,1092,21.84,0.02
12/14/21 0:29,1093,21.86,0.02
12/14/21 0:39,1094,21.88,0.02
12/14/21 0:45,1095,21.9,0.02
12/14/21 0:56,1096,21.92,0.02
12/14/21 1:17,1097,21.94,0.02
12/14/21 1:24,1098,21.96,0.02
12/14/21 1:36,1099,21.98,0.02
12/14/21 1:59,1100,22,0.02
12/14/21 2:12,1101,22.02,0.02
12/14/21 2:20,1102,22.04,0.02
12/14/21 2:25,1103,22.06,0.02
12/14/21 2:30,1104,22.08,0.02
12/14/21 2:40,1105,22.1,0.02
12/14/21 2:53,1106,22.12,0.02
12/14/21 2:59,1107,22.14,0.02
12/14/21 3:04,1108,22.16,0.02
12/14/21 3:09,1109,22.18,0.02
12/14/21 3:15,1110,22.2,0.02
12/14/21 3:20,1111,22.22,0.02
12/14/21 3:24,1112,22.24,0.02
12/14/21 3:26,1113,22.26,0.02
12/14/21 3:28,1114,22.28,0.02
12/14/21 3:31,1115,22.3,0.02
12/14/21 3:35,1116,22.32,0.02
12/14/21 3:38,1117,22.34,0.02
12/14/21 3:42,1118,22.36,0.02
12/14/21 3:47,1119,22.38,0.02
12/14/21 3:52,1120,22.4,0.02
12/14/21 3:57,1121,22.42,0.02
12/14/21 4:03,1122,22.44,0.02
12/14/21 4:10,1123,22.46,0.02
12/14/21 4:15,1124,22.48,0.02
12/14/21 4:22,1125,22.5,0.02
12/14/21 4:24,1126,22.52,0.02
12/14/21 4:25,1127,22.54,0.02
12/14/21 4:27,1128,22.56,0.02
12/14/21 4:28,1129,22.58,0.02
12/14/21 4:28,1130,22.6,0.02
12/14/21 4:29,1131,22.62,0.02
12/14/21 4:30,1132,22.64,0.02
12/14/21 4:31,1133,22.66,0.02
12/14/21 4:33,1134,22.68,0.02
12/14/21 4:35,1135,22.7,0.02
12/14/21 4:38,1136,22.72,0.02
12/14/21 4:41,1137,22.74,0.02
12/14/21 4:44,1138,22.76,0.02
12/14/21 4:46,1139,22.78,0.02
12/14/21 4:48,1140,22.8,0.02
12/14/21 4:50,1141,22.82,0.02
12/14/21 4:51,1142,22.84,0.02
12/14/21 4:53,1143,22.86,0.02
12/14/21 4:55,1144,22.88,0.02
12/14/21 4:56,1145,22.9,0.02
12/14/21 4:58,1146,22.92,0.02
12/14/21 5:02,1147,22.94,0.02
12/14/21 5:05,1148,22.96,0.02
12/14/21 5:06,1149,22.98,0.02
12/14/21 5:09,1150,23,0.02
12/14/21 5:11,1151,23.02,0.02
12/14/21 5:14,1152,23.04,0.02
12/14/21 5:16,1153,23.06,0.02
12/14/21 5:18,1154,23.08,0.02
12/14/21 5:19,1155,23.1,0.02
12/14/21 5:20,1156,23.12,0.02
12/14/21 5:22,1157,23.14,0.02
12/14/21 5:23,1158,23.16,0.02
12/14/21 5:24,1159,23.18,0.02
12/14/21 5:25,1160,23.2,0.02
12/14/21 5:26,1161,23.22,0.02
12/14/21 5:27,1162,23.24,0.02
12/14/21 5:28,1163,23.26,0.02
12/14/21 5:29,1164,23.28,0.02
12/14/21 5:31,1165,23.3,0.02
12/14/21 5:33,1166,23.32,0.02
12/14/21 5:35,1167,23.34,0.02
12/14/21 5:36,1168,23.36,0.02
12/14/21 5:38,1169,23.38,0.02
12/14/21 5:39,1170,23.4,0.02
12/14/21 5:41,1171,23.42,0.02
12/14/21 5:42,1172,23.44,0.02
12/14/21 5:43,1173,23.46,0.02
12/14/21 5:45,1174,23.48,0.02
12/14/21 5:46,1175,23.5,0.02
12/14/21 5:48,1176,23.52,0.02
12/14/21 5:50,1177,23.54,0.02
12/14/21 5:52,1178,23.56,0.02
12/14/21 5:53,1179,23.58,0.02
12/14/21 5:54,1180,23.6,0.02
12/14/21 5:55,1181,23.62,0.02
12/14/21 5:56,1182,23.64,0.02
12/14/21 5:58,1183,23.66,0.02
12/14/21 5:58,1184,23.68,0.02
12/14/21 5:59,1185,23.7,0.02
12/14/21 6:00,1186,23.72,0.02
12/14/21 6:00,1187,23.74,0.02
12/14/21 6:01,1188,23.76,0.02
12/14/21 6:03,1189,23.78,0.02
12/14/21 6:04,1190,23.8,0.02
12/14/21 6:05,1191,23.82,0.02
12/14/21 6:06,1192,23.84,0.02
12/14/21 6:07,1193,23.86,0.02
12/14/21 6:08,1194,23.88,0.02
12/14/21 6:09,1195,23.9,0.02
12/14/21 6:10,1196,23.92,0.02
12/14/21 6:12,1197,23.94,0.02
12/14/21 6:13,1198,23.96,0.02
12/14/21 6:14,1199,23.98,0.02
12/14/21 6:16,1200,24,0.02
12/14/21 6:18,1201,24.02,0.02
12/14/21 6:20,1202,24.04,0.02
12/14/21 6:21,1203,24.06,0.02
12/14/21 6:23,1204,24.08,0.02
12/14/21 6:25,1205,24.1,0.02
12/14/21 6:27,1206,24.12,0.02
12/14/21 6:29,1207,24.14,0.02
12/14/21 6:31,1208,24.16,0.02
12/14/21 6:33,1209,24.18,0.02
12/14/21 6:33,1210,24.2,0.02
12/14/21 6:35,1211,24.22,0.02
12/14/21 6:37,1212,24.24,0.02
12/14/21 6:40,1213,24.26,0.02
12/14/21 6:42,1214,24.28,0.02
12/14/21 6:43,1215,24.3,0.02
12/14/21 6:44,1216,24.32,0.02
12/14/21 6:46,1217,24.34,0.02
12/14/21 6:48,1218,24.36,0.02
12/14/21 6:51,1219,24.38,0.02
12/14/21 6:53,1220,24.4,0.02
12/14/21 6:55,1221,24.42,0.02
12/14/21 6:58,1222,24.44,0.02
12/14/21 7:00,1223,24.46,0.02
12/14/21 7:01,1224,24.48,0.02
12/14/21 7:02,1225,24.5,0.02
12/14/21 7:03,1226,24.52,0.02
12/14/21 7:05,1227,24.54,0.02
12/14/21 7:06,1228,24.56,0.02
12/14/21 7:07,1229,24.58,0.02
12/14/21 7:09,1230,24.6,0.02
12/14/21 7:10,1231,24.62,0.02
12/14/21 7:11,1232,24.64,0.02
12/14/21 7:12,1233,24.66,0.02
12/14/21 7:13,1234,24.68,0.02
12/14/21 7:14,1235,24.7,0.02
12/14/21 7:15,1236,24.72,0.02
12/14/21 7:17,1237,24.74,0.02
12/14/21 7:18,1238,24.76,0.02
12/14/21 7:19,1239,24.78,0.02
12/14/21 7:20,1240,24.8,0.02
12/14/21 7:20,1241,24.82,0.02
12/14/21 7:21,1242,24.84,0.02
12/14/21 7:22,1243,24.86,0.02
12/14/21 7:23,1244,24.88,0.02
12/14/21 7:23,1245,24.9,0.02
12/14/21 7:24,1246,24.92,0.02
12/14/21 7:25,1247,24.94,0.02
12/14/21 7:25,1248,24.96,0.02
12/14/21 7:27,1249,24.98,0.02
12/14/21 7:28,1250,25,0.02
12/14/21 7:29,1251,25.02,0.02
12/14/21 7:29,1252,25.04,0.02
12/14/21 7:30,1253,25.06,0.02
12/14/21 7:31,1254,25.08,0.02
12/14/21 7:32,1255,25.1,0.02
12/14/21 7:34,1256,25.12,0.02
12/14/21 7:35,1257,25.14,0.02
12/14/21 7:36,1258,25.16,0.02
12/14/21 7:36,1259,25.18,0.02
12/14/21 7:37,1260,25.2,0.02
12/14/21 7:38,1261,25.22,0.02
12/14/21 7:39,1262,25.24,0.02
12/14/21 7:40,1263,25.26,0.02
12/14/21 7:41,1264,25.28,0.02
12/14/21 7:41,1265,25.3,0.02
12/14/21 7:42,1266,25.32,0.02
12/14/21 7:43,1267,25.34,0.02
12/14/21 7:44,1268,25.36,0.02
12/14/21 7:44,1269,25.38,0.02
12/14/21 7:45,1270,25.4,0.02
12/14/21 7:47,1271,25.42,0.02
12/14/21 7:47,1272,25.44,0.02
12/14/21 7:48,1273,25.46,0.02
12/14/21 7:48,1274,25.48,0.02
12/14/21 7:49,1275,25.5,0.02
12/14/21 7:50,1276,25.52,0.02
12/14/21 7:51,1277,25.54,0.02
12/14/21 7:52,1278,25.56,0.02
12/14/21 7:53,1279,25.58,0.02
12/14/21 7:54,1280,25.6,0.02
12/14/21 7:55,1281,25.62,0.02
12/14/21 7:56,1282,25.64,0.02
12/14/21 7:57,1283,25.66,0.02
12/14/21 7:58,1284,25.68,0.02
12/14/21 7:59,1285,25.7,0.02
12/14/21 8:00,1286,25.72,0.02
12/14/21 8:01,1287,25.74,0.02
12/14/21 8:03,1288,25.76,0.02
12/14/21 8:04,1289,25.78,0.02
12/14/21 8:05,1290,25.8,0.02
12/14/21 8:06,1291,25.82,0.02
12/14/21 8:07,1292,25.84,0.02
12/14/21 8:08,1293,25.86,0.02
12/14/21 8:08,1294,25.88,0.02
12/14/21 8:09,1295,25.9,0.02
12/14/21 8:09,1296,25.92,0.02
12/14/21 8:10,1297,25.94,0.02
12/14/21 8:11,1298,25.96,0.02
12/14/21 8:11,1299,25.98,0.02
12/14/21 8:12,1300,26,0.02
12/14/21 8:12,1301,26.02,0.02
12/14/21 8:13,1302,26.04,0.02
12/14/21 8:13,1303,26.06,0.02
12/14/21 8:14,1304,26.08,0.02
12/14/21 8:15,1305,26.1,0.02
12/14/21 8:16,1306,26.12,0.02
12/14/21 8:16,1307,26.14,0.02
12/14/21 8:17,1308,26.16,0.02
12/14/21 8:18,1309,26.18,0.02
12/14/21 8:19,1310,26.2,0.02
12/14/21 8:20,1311,26.22,0.02
12/14/21 8:21,1312,26.24,0.02
12/14/21 8:21,1313,26.26,0.02
12/14/21 8:22,1314,26.28,0.02
12/14/21 8:23,1315,26.3,0.02
12/14/21 8:24,1316,26.32,0.02
12/14/21 8:25,1317,26.34,0.02
12/14/21 8:26,1318,26.36,0.02
12/14/21 8:27,1319,26.38,0.02
12/14/21 8:27,1320,26.4,0.02
12/14/21 8:28,1321,26.42,0.02
12/14/21 8:29,1322,26.44,0.02
12/14/21 8:30,1323,26.46,0.02
12/14/21 8:31,1324,26.48,0.02
12/14/21 8:31,1325,26.5,0.02
12/14/21 8:32,1326,26.52,0.02
12/14/21 8:33,1327,26.54,0.02
12/14/21 8:34,1328,26.56,0.02
12/14/21 8:34,1329,26.58,0.02
12/14/21 8:35,1330,26.6,0.02
12/14/21 8:36,1331,26.62,0.02
12/14/21 8:36,1332,26.64,0.02
12/14/21 8:37,1333,26.66,0.02
12/14/21 8:38,1334,26.68,0.02
12/14/21 8:40,1335,26.7,0.02
12/14/21 8:41,1336,26.72,0.02
12/14/21 8:42,1337,26.74,0.02
12/14/21 8:43,1338,26.76,0.02
12/14/21 8:44,1339,26.78,0.02
12/14/21 8:45,1340,26.8,0.02
12/14/21 8:45,1341,26.82,0.02
12/14/21 8:46,1342,26.84,0.02
12/14/21 8:47,1343,26.86,0.02
12/14/21 8:47,1344,26.88,0.02
12/14/21 8:48,1345,26.9,0.02
12/14/21 8:48,1346,26.92,0.02
12/14/21 8:48,1347,26.94,0.02
12/14/21 8:49,1348,26.96,0.02
12/14/21 8:49,1349,26.98,0.02
12/14/21 8:50,1350,27,0.02
12/14/21 8:50,1351,27.02,0.02
12/14/21 8:51,1352,27.04,0.02
12/14/21 8:53,1353,27.06,0.02
12/14/21 8:54,1354,27.08,0.02
12/14/21 8:55,1355,27.1,0.02
12/14/21 8:56,1356,27.12,0.02
12/14/21 8:57,1357,27.14,0.02
12/14/21 8:57,1358,27.16,0.02
12/14/21 8:58,1359,27.18,0.02
12/14/21 8:58,1360,27.2,0.02
12/14/21 8:59,1361,27.22,0.02
12/14/21 9:00,1362,27.24,0.02
12/14/21 9:00,1363,27.26,0.02
12/14/21 9:01,1364,27.28,0.02
12/14/21 9:01,1365,27.3,0.02
12/14/21 9:02,1366,27.32,0.02
12/14/21 9:03,1367,27.34,0.02
